# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   56923   2   -4.140129    9.042338E-03    8.359833E-03    5.350386E+00    5.787197E+00
   56924   2   -4.128751    9.191654E-03    8.455042E-03    5.263470E+00    5.722029E+00
   56925   2   -4.116852    8.887056E-03    8.137417E-03    5.443873E+00    5.945376E+00
   56926   2   -4.104478    6.157104E-03    5.629904E-03    7.857590E+00    8.593397E+00
   57186   2   -4.102012    5.460816E-03    4.993906E-03    8.859482E+00    9.687808E+00
   57187   2   -4.114818    8.771556E-03    8.016069E-03    5.515555E+00    6.035377E+00
   57188   2   -4.127181    9.230851E-03    8.475573E-03    5.241120E+00    5.708169E+00
   57189   2   -4.139054    9.065287E-03    8.373247E-03    5.336842E+00    5.777926E+00
   57190   2   -4.150394    8.886601E-03    8.253159E-03    5.444151E+00    5.861998E+00
   57191   2   -4.161165    8.725645E-03    8.143097E-03    5.544576E+00    5.941228E+00
   57192   2   -4.171333    8.581033E-03    8.042409E-03    5.638016E+00    6.015611E+00
   57193   2   -4.180868    8.451112E-03    7.950214E-03    5.724690E+00    6.085370E+00
   57194   2   -4.189746    8.334448E-03    7.865840E-03    5.804823E+00    6.150646E+00
   57195   2   -4.197947    8.229822E-03    7.788813E-03    5.878621E+00    6.211473E+00
   57196   2   -4.205457    8.136194E-03    7.718815E-03    5.946269E+00    6.267801E+00
   57197   2   -4.212263    8.052281E-03    7.655254E-03    6.008235E+00    6.319843E+00
   57198   2   -4.218358    7.973660E-03    7.594436E-03    6.067477E+00    6.370453E+00
   57199   2   -4.223737    7.884169E-03    7.521223E-03    6.136347E+00    6.432464E+00
   57200   2   -4.228399    7.749506E-03    7.402728E-03    6.242978E+00    6.535429E+00
   57201   2   -4.232343    7.533847E-03    7.204290E-03    6.421686E+00    6.715443E+00
   57202   2   -4.235570    7.234126E-03    6.922743E-03    6.687746E+00    6.988560E+00
   57203   2   -4.238082    6.893867E-03    6.600004E-03    7.017832E+00    7.330298E+00
   57204   2   -4.239881    6.582500E-03    6.303205E-03    7.349791E+00    7.675460E+00
   57205   2   -4.240969    6.364694E-03    6.094995E-03    7.601309E+00    7.937661E+00
   57206   2   -4.241348    6.282299E-03    6.016021E-03    7.701002E+00    8.041860E+00
   57207   2   -4.241016    6.242776E-03    6.054173E-03    7.749757E+00    7.991183E+00
   57208   2   -4.239975    6.469295E-03    6.265502E-03    7.478404E+00    7.721648E+00
   57209   2   -4.238222    6.791904E-03    6.566872E-03    7.123186E+00    7.367282E+00
   57210   2   -4.235755    7.146851E-03    6.896328E-03    6.769415E+00    7.015328E+00
   57211   2   -4.232573    7.464455E-03    7.186763E-03    6.481384E+00    6.731821E+00
   57212   2   -4.228673    7.699699E-03    7.395444E-03    6.283362E+00    6.541865E+00
   57213   2   -4.224054    7.853608E-03    7.524154E-03    6.160226E+00    6.429959E+00
   57214   2   -4.218715    7.960303E-03    7.606165E-03    6.077658E+00    6.360630E+00
   57215   2   -4.212658    8.053000E-03    7.673444E-03    6.007699E+00    6.304861E+00
   57216   2   -4.205887    8.147208E-03    7.740722E-03    5.938231E+00    6.250063E+00
   57217   2   -4.198409    8.246962E-03    7.811596E-03    5.866402E+00    6.193356E+00
   57218   2   -4.190235    8.353380E-03    7.886712E-03    5.791668E+00    6.134368E+00
   57219   2   -4.181380    8.467558E-03    7.966517E-03    5.713572E+00    6.072917E+00
   57220   2   -4.171864    8.591001E-03    8.051673E-03    5.631474E+00    6.008689E+00
   57221   2   -4.161710    8.725645E-03    8.143097E-03    5.544576E+00    5.941228E+00
   57222   2   -4.150949    8.873836E-03    8.241968E-03    5.451982E+00    5.869957E+00
   57223   2   -4.139612    9.037825E-03    8.349297E-03    5.353058E+00    5.794500E+00
   57224   2   -4.127740    9.188699E-03    8.438279E-03    5.265163E+00    5.733396E+00
   57225   2   -4.115373    8.733856E-03    7.977686E-03    5.539363E+00    6.064415E+00
   57226   2   -4.102560    5.485141E-03    5.000374E-03    8.820192E+00    9.675277E+00
   57486   2   -4.112378    8.436847E-03    7.685126E-03    5.734369E+00    6.295277E+00
   57487   2   -4.125176    9.255530E-03    8.469332E-03    5.227145E+00    5.712375E+00
   57488   2   -4.137512    9.105526E-03    8.388497E-03    5.313257E+00    5.767421E+00
   57489   2   -4.149341    8.916476E-03    8.266719E-03    5.425910E+00    5.852383E+00
   57490   2   -4.160623    8.745339E-03    8.154588E-03    5.532090E+00    5.932857E+00
   57491   2   -4.171320    8.591001E-03    8.051673E-03    5.631474E+00    6.008689E+00
   57492   2   -4.181400    8.451691E-03    7.956961E-03    5.724298E+00    6.080211E+00
   57493   2   -4.190834    8.325889E-03    7.869672E-03    5.810791E+00    6.147652E+00
   57494   2   -4.199598    8.212322E-03    7.789261E-03    5.891147E+00    6.211116E+00
   57495   2   -4.207672    8.109889E-03    7.715345E-03    5.965556E+00    6.270620E+00
   57496   2   -4.215040    8.016413E-03    7.646495E-03    6.035119E+00    6.327082E+00
   57497   2   -4.221690    7.919842E-03    7.571733E-03    6.108708E+00    6.389554E+00
   57498   2   -4.227613    7.774516E-03    7.447480E-03    6.222896E+00    6.496157E+00
   57499   2   -4.232804    7.493931E-03    7.190222E-03    6.455890E+00    6.728582E+00
   57500   2   -4.237258    7.012358E-03    6.735976E-03    6.899248E+00    7.182330E+00
   57501   2   -4.240974    6.362131E-03    6.115596E-03    7.604370E+00    7.910921E+00
   57502   2   -4.243951    5.663404E-03    5.445415E-03    8.542566E+00    8.884539E+00
   57503   2   -4.246190    5.047456E-03    4.852944E-03    9.585027E+00    9.969206E+00
   57504   2   -4.247691    4.602346E-03    4.423927E-03    1.051203E+01    1.093599E+01
   57505   2   -4.248455    4.368733E-03    4.198077E-03    1.107415E+01    1.152432E+01
   57506   2   -4.248481    4.292285E-03    4.197750E-03    1.127139E+01    1.152522E+01
   57507   2   -4.247769    4.526560E-03    4.420737E-03    1.068803E+01    1.094388E+01
   57508   2   -4.246320    4.972274E-03    4.847037E-03    9.729954E+00    9.981355E+00
   57509   2   -4.244131    5.590871E-03    5.437726E-03    8.653392E+00    8.897102E+00
   57510   2   -4.241202    6.296298E-03    6.107967E-03    7.683880E+00    7.920803E+00
   57511   2   -4.237533    6.958102E-03    6.730926E-03    6.953046E+00    7.187718E+00
   57512   2   -4.233124    7.454848E-03    7.190110E-03    6.489736E+00    6.728687E+00
   57513   2   -4.227975    7.751343E-03    7.453370E-03    6.241499E+00    6.491023E+00
   57514   2   -4.222090    7.910589E-03    7.582856E-03    6.115853E+00    6.380182E+00
   57515   2   -4.215475    8.017523E-03    7.660687E-03    6.034283E+00    6.315361E+00
   57516   2   -4.208138    8.117161E-03    7.729889E-03    5.960212E+00    6.258822E+00
   57517   2   -4.200091    8.221367E-03    7.801428E-03    5.884666E+00    6.201429E+00
   57518   2   -4.191349    8.332404E-03    7.876910E-03    5.806248E+00    6.142002E+00
   57519   2   -4.181932    8.451691E-03    7.956961E-03    5.724298E+00    6.080211E+00
   57520   2   -4.171864    8.581033E-03    8.042409E-03    5.638016E+00    6.015611E+00
   57521   2   -4.161174    8.722670E-03    8.134358E-03    5.546467E+00    5.947611E+00
   57522   2   -4.149896    8.879244E-03    8.234181E-03    5.448662E+00    5.875508E+00
   57523   2   -4.138066    9.052880E-03    8.342718E-03    5.344156E+00    5.799069E+00
   57524   2   -4.125727    9.190278E-03    8.411366E-03    5.264258E+00    5.751741E+00
   57525   2   -4.112924    8.397614E-03    7.640517E-03    5.761160E+00    6.332032E+00
   57785   2   -4.109007    7.739345E-03    7.022126E-03    6.251175E+00    6.889651E+00
   57786   2   -4.122207    9.249175E-03    8.422268E-03    5.230737E+00    5.744296E+00
   57787   2   -4.134974    9.161589E-03    8.404320E-03    5.280743E+00    5.756563E+00
   57788   2   -4.147264    8.962687E-03    8.281922E-03    5.397935E+00    5.841639E+00
   57789   2   -4.159032    8.780917E-03    8.167982E-03    5.509675E+00    5.923128E+00
   57790   2   -4.170239    8.616515E-03    8.063234E-03    5.614799E+00    6.000074E+00
   57791   2   -4.180848    8.467558E-03    7.966517E-03    5.713572E+00    6.072917E+00
   57792   2   -4.190826    8.332404E-03    7.876910E-03    5.806248E+00    6.142002E+00
   57793   2   -4.200146    8.209696E-03    7.793757E-03    5.893032E+00    6.207532E+00
   57794   2   -4.208782    8.098236E-03    7.716557E-03    5.974141E+00    6.269636E+00
   57795   2   -4.216715    7.994616E-03    7.642689E-03    6.051573E+00    6.330233E+00
   57796   2   -4.223928    7.875071E-03    7.549916E-03    6.143437E+00    6.408018E+00
   57797   2   -4.230406    7.648056E-03    7.350286E-03    6.325791E+00    6.582057E+00
   57798   2   -4.236142    7.156629E-03    6.891612E-03    6.760166E+00    7.020129E+00
   57799   2   -4.241125    6.326072E-03    6.100329E-03    7.647716E+00    7.930720E+00
   57800   2   -4.245353    5.282229E-03    5.097679E-03    9.159013E+00    9.490594E+00
   57801   2   -4.248820    4.255680E-03    4.107812E-03    1.136834E+01    1.177756E+01
   57809   2   -4.249037    4.213133E-03    4.117148E-03    1.148314E+01    1.175085E+01
   57810   2   -4.245620    5.239816E-03    5.103731E-03    9.233149E+00    9.479340E+00
   57811   2   -4.241440    6.288940E-03    6.104458E-03    7.692871E+00    7.925355E+00
   57812   2   -4.236499    7.129523E-03    6.895962E-03    6.785868E+00    7.015700E+00
   57813   2   -4.230803    7.632687E-03    7.356497E-03    6.338528E+00    6.576500E+00
   57814   2   -4.224359    7.869648E-03    7.557824E-03    6.147670E+00    6.401313E+00
   57815   2   -4.217177    7.995358E-03    7.650437E-03    6.051011E+00    6.323822E+00
   57816   2   -4.209270    8.100770E-03    7.721645E-03    5.972271E+00    6.265504E+00
   57817   2   -4.200653    8.209696E-03    7.793757E-03    5.893032E+00    6.207532E+00
   57818   2   -4.191349    8.325889E-03    7.869672E-03    5.810791E+00    6.147652E+00
   57819   2   -4.181380    8.451112E-03    7.950214E-03    5.724690E+00    6.085370E+00
   57820   2   -4.170777    8.587472E-03    8.036393E-03    5.633788E+00    6.020114E+00
   57821   2   -4.159572    8.737506E-03    8.129498E-03    5.537049E+00    5.951167E+00
   57822   2   -4.147801    8.904120E-03    8.231076E-03    5.433440E+00    5.877725E+00
   57823   2   -4.135507    9.088241E-03    8.340851E-03    5.323363E+00    5.800367E+00
   57824   2   -4.122732    9.169470E-03    8.350491E-03    5.276204E+00    5.793671E+00
   57825   2   -4.109526    7.720242E-03    6.987512E-03    6.266643E+00    6.923781E+00
   58084   2   -4.104736    6.471893E-03    5.848726E-03    7.475401E+00    8.271888E+00
   58085   2   -4.118301    9.123190E-03    8.257754E-03    5.302970E+00    5.858736E+00
   58086   2   -4.131466    9.229610E-03    8.417425E-03    5.241825E+00    5.747601E+00
   58087   2   -4.144184    9.024787E-03    8.298375E-03    5.360791E+00    5.830057E+00
   58088   2   -4.156410    8.831857E-03    8.182760E-03    5.477897E+00    5.912431E+00
   58089   2   -4.168101    8.656983E-03    8.076439E-03    5.588552E+00    5.990264E+00
   58090   2   -4.179217    8.498091E-03    7.978117E-03    5.693043E+00    6.064088E+00
   58091   2   -4.189723    8.353380E-03    7.886712E-03    5.791668E+00    6.134368E+00
   58092   2   -4.199586    8.221367E-03    7.801428E-03    5.884666E+00    6.201429E+00
   58093   2   -4.208777    8.100770E-03    7.721645E-03    5.972271E+00    6.265504E+00
   58094   2   -4.217273    7.987481E-03    7.644046E-03    6.056978E+00    6.329109E+00
   58095   2   -4.225050    7.847509E-03    7.536555E-03    6.165013E+00    6.419378E+00
   58096   2   -4.232091    7.540378E-03    7.263838E-03    6.416124E+00    6.660391E+00
   58097   2   -4.238382    6.833345E-03    6.599447E-03    7.079988E+00    7.330917E+00
   58098   2   -4.243911    5.665745E-03    5.482022E-03    8.539037E+00    8.825210E+00
   58099   2   -4.248668    4.298601E-03    4.163804E-03    1.125482E+01    1.161918E+01
   58110   2   -4.248970    4.274842E-03    4.174583E-03    1.131738E+01    1.158918E+01
   58111   2   -4.244257    5.643891E-03    5.489264E-03    8.572101E+00    8.813568E+00
   58112   2   -4.238768    6.817841E-03    6.604325E-03    7.096088E+00    7.325502E+00
   58113   2   -4.232512    7.532792E-03    7.267778E-03    6.422585E+00    6.656780E+00
   58114   2   -4.225500    7.845727E-03    7.539416E-03    6.166414E+00    6.416943E+00
   58115   2   -4.217747    7.987481E-03    7.644046E-03    6.056978E+00    6.329109E+00
   58116   2   -4.209270    8.098236E-03    7.716557E-03    5.974141E+00    6.269636E+00
   58117   2   -4.200091    8.212322E-03    7.789261E-03    5.891147E+00    6.211116E+00
   58118   2   -4.190235    8.334448E-03    7.865840E-03    5.804823E+00    6.150646E+00
   58119   2   -4.179732    8.466680E-03    7.947294E-03    5.714164E+00    6.087606E+00
   58120   2   -4.168614    8.611418E-03    8.034810E-03    5.618122E+00    6.021300E+00
   58121   2   -4.156919    8.771470E-03    8.129852E-03    5.515609E+00    5.950908E+00
   58122   2   -4.144685    8.949937E-03    8.234085E-03    5.405625E+00    5.875577E+00
   58123   2   -4.131958    9.142215E-03    8.342276E-03    5.291934E+00    5.799377E+00
   58124   2   -4.118784    9.044468E-03    8.183507E-03    5.349126E+00    5.911891E+00
   58125   2   -4.105211    6.494728E-03    5.841278E-03    7.449119E+00    8.282434E+00
   58384   2   -4.113495    8.657339E-03    7.785765E-03    5.588322E+00    6.213904E+00
   58385   2   -4.127021    9.293012E-03    8.413654E-03    5.206063E+00    5.750177E+00
   58386   2   -4.140132    9.102565E-03    8.315920E-03    5.314986E+00    5.817757E+00
   58387   2   -4.152782    8.897984E-03    8.198751E-03    5.437187E+00    5.900899E+00
   58388   2   -4.164927    8.712120E-03    8.090957E-03    5.553183E+00    5.979515E+00
   58389   2   -4.176525    8.542936E-03    7.991288E-03    5.663158E+00    6.054093E+00
   58390   2   -4.187536    8.388432E-03    7.898489E-03    5.767466E+00    6.125222E+00
   58391   2   -4.197925    8.246962E-03    7.811596E-03    5.866402E+00    6.193356E+00
   58392   2   -4.207658    8.117161E-03    7.729889E-03    5.960212E+00    6.258822E+00
   58393   2   -4.216708    7.995358E-03    7.650437E-03    6.051011E+00    6.323822E+00
   58394   2   -4.225047    7.845727E-03    7.539416E-03    6.166414E+00    6.416943E+00
   58395   2   -4.232653    7.495533E-03    7.230337E-03    6.454511E+00    6.691251E+00
   58396   2   -4.239506    6.635735E-03    6.421979E-03    7.290828E+00    7.533504E+00
   58397   2   -4.245591    5.206763E-03    5.052111E-03    9.291762E+00    9.576195E+00
   58411   2   -4.245958    5.196925E-03    5.057121E-03    9.309351E+00    9.566707E+00
   58412   2   -4.239908    6.630745E-03    6.424031E-03    7.296314E+00    7.531097E+00
   58413   2   -4.233083    7.495533E-03    7.230337E-03    6.454511E+00    6.691251E+00
   58414   2   -4.225500    7.847509E-03    7.536555E-03    6.165013E+00    6.419378E+00
   58415   2   -4.217177    7.994616E-03    7.642689E-03    6.051573E+00    6.330233E+00
   58416   2   -4.208138    8.109889E-03    7.715345E-03    5.965556E+00    6.270620E+00
   58417   2   -4.198409    8.229822E-03    7.788813E-03    5.878621E+00    6.211473E+00
   58418   2   -4.188020    8.358908E-03    7.866452E-03    5.787837E+00    6.150168E+00
   58419   2   -4.177004    8.499466E-03    7.949393E-03    5.692122E+00    6.085999E+00
   58420   2   -4.165397    8.654168E-03    8.038994E-03    5.590370E+00    6.018166E+00
   58421   2   -4.153241    8.826054E-03    8.136869E-03    5.481498E+00    5.945776E+00
   58422   2   -4.140578    9.018167E-03    8.244586E-03    5.364727E+00    5.868094E+00
   58423   2   -4.127454    9.200959E-03    8.334778E-03    5.258148E+00    5.804594E+00
   58424   2   -4.113917    8.605375E-03    7.726714E-03    5.622068E+00    6.261394E+00
   58683   2   -4.107831    7.460061E-03    6.669887E-03    6.485202E+00    7.253496E+00
   58684   2   -4.121679    9.278827E-03    8.330710E-03    5.214021E+00    5.807428E+00
   58685   2   -4.135145    9.194833E-03    8.333559E-03    5.261651E+00    5.805443E+00
   58686   2   -4.148184    8.979476E-03    8.216102E-03    5.387842E+00    5.888437E+00
   58687   2   -4.160750    8.781968E-03    8.106779E-03    5.509016E+00    5.967845E+00
   58688   2   -4.172798    8.602029E-03    8.005868E-03    5.624255E+00    6.043067E+00
   58689   2   -4.184288    8.437429E-03    7.911936E-03    5.733974E+00    6.114812E+00
   58690   2   -4.195179    8.286318E-03    7.823836E-03    5.838540E+00    6.183668E+00
   58691   2   -4.205437    8.147208E-03    7.740722E-03    5.938231E+00    6.250063E+00
   58692   2   -4.215026    8.017523E-03    7.660687E-03    6.034283E+00    6.315361E+00
   58693   2   -4.223918    7.869648E-03    7.557824E-03    6.147670E+00    6.401313E+00
